stable_key,source_sku,source_name,status,target_sku,revision_id,run_id,decision_id,decision_actor_id,decision_at,decision_reason,catalog_version_id,policy_id
row:10,000009,A牌 X5 8+128 黑色 国行 原封 单台,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,55253e8e-d57a-432a-aee7-5d938d51ef50,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.216816+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
row:11,000010,A牌 X5 12+256 黑色 国行 原封 单台,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,2601d4ba-b781-4b52-a7ae-396561dbfd83,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.216011+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
row:12,000011,A牌 X6-PRO 12+256 黑色 国行 原封 单台,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,26900ebe-48ab-48a4-b479-f45ef98a4875,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.215403+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
row:13,000012,红米 NOTE 14 8+128 黑色 国行 原封 单台,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,a788c198-d046-4554-bfe3-c5c68ef1b146,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.217015+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
row:14,000013,小米 xiaomi 15 12+1024 黑色 国行 单机,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,61ff4f83-c721-4902-994b-608cd93cc8fd,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.215204+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
row:15,000014,小米 xiaomi 15 16+1024 白色 国行 单机,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,61da1e8a-2427-4f4b-bcd9-d32fba70a602,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.214400+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
row:16,000015,三星 galaxy s25 12+1024 银色 国行 单机,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,ca3cd08f-5c32-4471-9dd6-e23f68fbbb81,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.213390+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
row:17,000016,三星 galaxy s25 ultra 12+1024 黑色 国行 单机,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,be1d43fa-02e6-44ec-b6e3-7b8976c020d2,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.212676+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
row:18,000017,荣耀 honor 400 12+1024 蓝色 国行 单机,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,2023b568-b079-42fa-904e-7fcb1dd3c801,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.217613+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
row:19,000018,华为 pura 80 12+256 国行 单机,UNMATCHED,,278aac97-795e-413a-991f-37f0cb77a5d4,418be64f-d587-4c9e-8e7f-79975c174e31,27bc6cd2-29d9-4d35-914d-eac28d5c0694,af5426d8-91d5-415c-89f9-8ab143259b69,2026-09-10T10:02:19.218017+00:00,新库复核：受控测试无匹配,4d7cac92-f16d-436c-8ace-6754466a280a,9982ffec-c175-4517-bdea-f8b84cf0679a
