problem_id,source_id,run_id,revision_id,item_version,draft_version,verification,原始行号,sku,name,brand,model,specs,ram,storage,color,region,pack_count,price,currency,问题原因,资料来源
325c6631-f0d9-420b-a7f0-bcaa1c3360c9,19bb649a-2057-43a6-857e-bbeec97e2dc4,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,1,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIxIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6IjMyNWM2NjMxLWYwZDktNDIwYi1hN2YwLWJjYWExYzMzNjBjOSIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiMTliYjY0OWEtMjA1Ny00M2E2LTg1N2UtYmJlZWM5N2UyZGM0In0=.f19b9cefed398c34afe32d24d2275163c9b9893eed87951412d87ca66bed9d98,30,000029,ZZZ Q777 限量设备,ZZZ,q777,,64,4096,橙色,国际版,1,7777,CNY,UNMATCHED / NO_CANDIDATE,隔离浏览器回填验证
a7a68c11-3443-454f-98f1-47f04e1b73b0,44343f45-9140-466d-862a-bc0f1d1b1aa5,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,1,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIxIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6ImE3YTY4YzExLTM0NDMtNDU0Zi05OGYxLTQ3ZjA0ZTFiNzNiMCIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiNDQzNDNmNDUtOTE0MC00NjZkLTg2MmEtYmMwZjFkMWIxYWE1In0=.6d626976309c10cf2153cf59871354cef7b004563eb4970b9322c16ec32c78b8,29,000028,三星 GALAXY S25 ULTRA 12+512 黑色 国行 2台装,三星,galaxy s25 ultra,,12,512,黑色,国行,2,7777,CNY,UNMATCHED / CONFLICT,隔离浏览器回填验证
0d7f6c5a-11dd-43e0-b701-146a08f739a2,5e8fe177-e6dd-45f0-9851-2074d7c84dbe,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,2,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIyIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6IjBkN2Y2YzVhLTExZGQtNDNlMC1iNzAxLTE0NmEwOGY3MzlhMiIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiNWU4ZmUxNzctZTZkZC00NWYwLTk4NTEtMjA3NGQ3Yzg0ZGJlIn0=.a070499b6a042837a54f59f8a68236df907c6eda48a370803a575cefb29a56b8,28,000027,三星 GALAXY S25 12+256 银色 国行 2台装,三星,galaxy s25,,12,256,银色,国行,2,7777,CNY,CONFIRMED / CONFLICT,隔离浏览器回填验证
df2b7f2d-6fb0-40c6-8a50-fc0bb5aae03f,4714f8ff-ac56-40b7-8f26-3933aabe30fe,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,1,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIxIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6ImRmMmI3ZjJkLTZmYjAtNDBjNi04YTUwLWZjMGJiNWFhZTAzZiIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiNDcxNGY4ZmYtYWM1Ni00MGI3LThmMjYtMzkzM2FhYmUzMGZlIn0=.6de12666f1088a6f394afec2b0022b3fcb95d7d251e8c23bbcc0bcc0a3a3ead2,27,000026,小米 XIAOMI 15 16+512 白色 国行 2台装,小米,xiaomi 15,,16,512,白色,国行,2,7777,CNY,UNMATCHED / CONFLICT,隔离浏览器回填验证
e7c2b9f3-352e-450c-93f3-4f117787815b,571b5571-90b8-4933-8056-691902a28a5b,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,1,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIxIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6ImU3YzJiOWYzLTM1MmUtNDUwYy05M2YzLTRmMTE3Nzg3ODE1YiIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiNTcxYjU1NzEtOTBiOC00OTMzLTgwNTYtNjkxOTAyYTI4YTViIn0=.eb4cb2e4912b963ff081d8e8e7df8813788d0525c3c0955e0de0ed591f0f76c4,26,000025,小米 XIAOMI 15 12+256 黑色 港版 单机,小米,xiaomi 15,,12,256,黑色,港版,1,7777,CNY,UNMATCHED / CONFLICT,隔离浏览器回填验证
661ed0fb-6b4d-4ef6-8f0a-7bafc75e2b5d,994dfe7e-6458-4ea5-9716-97c271730f6a,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,1,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIxIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6IjY2MWVkMGZiLTZiNGQtNGVmNi04ZjBhLTdiYWZjNzVlMmI1ZCIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiOTk0ZGZlN2UtNjQ1OC00ZWE1LTk3MTYtOTdjMjcxNzMwZjZhIn0=.f5d416d836e99def70a6cb24d48f66a1958a83173cda80b010b8c01d11744b03,25,000024,红米 NOTE 14 8+128 黑色 港版 单机,红米,note 14,,8,128,黑色,港版,1,7777,CNY,UNMATCHED / CONFLICT,隔离浏览器回填验证
a15d5aac-5a2d-4a1f-9a38-42761a7b7f1a,9d4ccb7e-c52d-44d8-8b92-bc512f2b0ec9,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,1,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIxIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6ImExNWQ1YWFjLTVhMmQtNGExZi05YTM4LTQyNzYxYTdiN2YxYSIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiOWQ0Y2NiN2UtYzUyZC00NGQ4LThiOTItYmM1MTJmMmIwZWM5In0=.c7662b15b13d526100483af994659153f592908b06785d5784fca115d6df6090,24,000023,A牌 X6-PRO 12+256 黑色 港版 单机,A牌,x6-pro,,12,256,黑色,港版,1,7777,CNY,UNMATCHED / CONFLICT,隔离浏览器回填验证
aaa0d25c-6014-4ca7-bfa6-23118e9e1f0d,76c26c50-74df-4853-ae76-ea280131363a,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,1,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIxIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6ImFhYTBkMjVjLTYwMTQtNGNhNy1iZmE2LTIzMTE4ZTllMWYwZCIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiNzZjMjZjNTAtNzRkZi00ODUzLWFlNzYtZWEyODAxMzEzNjNhIn0=.2f03ae2b8353db71661983315da7c0fb7f24b5b1e1a34c8fbcfc89baed991b2f,23,000022,A牌 x5 12+256 国行 单机,A牌,x5,,12,256,,国行,1,7777,CNY,UNMATCHED / REVIEW,隔离浏览器回填验证
7d34ea49-cf65-4453-a396-017f640b4552,e0c802c8-e9b1-4305-a4f5-878dfb65756d,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,1,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIxIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6IjdkMzRlYTQ5LWNmNjUtNDQ1My1hMzk2LTAxN2Y2NDBiNDU1MiIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiZTBjODAyYzgtZTliMS00MzA1LWE0ZjUtODc4ZGZiNjU3NTZkIn0=.a0526cdd14d90c306a3509f80f26079551dac481dd987d0c08bab26685a04114,22,000021,A牌 x5 8+128 国行 单机,A牌,x5,,8,128,,国行,1,7777,CNY,UNMATCHED / REVIEW,隔离浏览器回填验证
82307528-0abb-47e0-9f3c-7fb755c16301,748a76d5-eb1a-493e-a5ed-0ebfb865a687,cbc39291-b3d0-4189-a46b-2f7e926cd47f,278aac97-795e-413a-991f-37f0cb77a5d4,1,0,eyJhY3Rvcl9pZCI6IjNiZGU0N2I0LWExNzktNDEyNS1hODAyLTllMzVlOWFiOTk3OCIsImRyYWZ0X3ZlcnNpb24iOiIwIiwiaW5wdXRfaGFzaCI6IjExY2VhNDYyN2YzNzQwNmU5M2VkMWFlNzYzMGM0MTg5YjliYzk5MTA5YTIyOGFiM2NmNjA2MjVhYmRmOTI0NDUiLCJpdGVtX3ZlcnNpb24iOiIxIiwib3JnX2lkIjoiYzkyMTNhMjQtOTRhZi00ZWJjLTkwZjAtMmYwODI1ZDQxMTI5IiwicHJvYmxlbV9pZCI6IjgyMzA3NTI4LTBhYmItNDdlMC05ZjNjLTdmYjc1NWMxNjMwMSIsInJldmlzaW9uX2lkIjoiMjc4YWFjOTctNzk1ZS00MTNhLTk5MWYtMzdmMGNiNzdhNWQ0IiwicnVuX2lkIjoiY2JjMzkyOTEtYjNkMC00MTg5LWE0NmItMmY3ZTkyNmNkNDdmIiwic291cmNlX2lkIjoiNzQ4YTc2ZDUtZWIxYS00OTNlLWE1ZWQtMGViZmI4NjVhNjg3In0=.0cf4d9992bec291dd1670607baa551f08f68bab94996410a1af56359e9221a22,21,000020,vivo x200 12+256 国行 单机,vivo,x200,,12,256,,国行,1,7777,CNY,UNMATCHED / REVIEW,隔离浏览器回填验证
